"language","id","level","prompt","answer","choices","example","pronunciation","人の判定(OK/NG/保留)","備考"
"german","de-00635","2","「Bleibe」の意味は？","abode","buddy, mate / to leave up to / holiday / abode","Bleibe bitte stehen! — どうか立ったままでいて下さい。","blAiba","",""
"german","de-01752","5","「Wirklichkeit」の意味は？","reality","reality / mum / nearness / alert","In Wirklichkeit ist er krank. — 実は彼は病気なのです。","vIrklihkait","",""
"german","de-01768","5","「üben」の意味は？","to practice","to step / to stand / to forget / to practice","Es ist äußerst wichtig, jeden Tag zu üben. — 毎日練習することが極めて重要です。","Yban","",""
"german","de-00887","3","「Zeitpunkt」の意味は？","moment","pleasant / moment / in the morning / to go in","Zu diesem Zeitpunkt duschte ich gerade. — その時はシャワーを浴びていた。","tsAitpungkt","",""
"german","de-00897","3","「weißen」の意味は？","to whiten","idiotic / to whiten / help / to stick","Ken hat einen weißen Hund. — 健は白い犬を飼っている。","vAisan","",""
"german","de-01052","3","「Rechte」の意味は？","right","right / camera / friendship / notification","Meine rechte Schulter schmerzt. — 右の肩が痛む。","rEhta","",""
"german","de-01032","3","「Lager」の意味は？","camp, warehouse","camp, warehouse / to hit / hurry / pursued","Ich bin aus dem Lager abgehauen. — 私は収容所から脱走した。","lAga","",""
"german","de-01028","3","「wahnsinnig」の意味は？","mad","to romp / elsewhere / hereby / mad","Ich mag Französisch wahnsinnig gern. — フランス語が堪らなく好きです。","vAnzinih","",""
"german","de-00690","2","「anderer」の意味は？","other","at that time / god / other / deserved","Respektiere die Persönlichkeit anderer. — 人の人格を認め尊重する。","Andarar","",""
"german","de-00658","2","「Regierung」の意味は？","government/administration","leader / government/administration / to suspect / captain","Die Regierung bedrängte das Volk. — その政府は国民を圧迫した。","regIrung","",""
"german","de-00622","2","「Wette」の意味は？","bet","clinic / bet / fever / love","Rennen wir zur Bushaltestelle um die Wette! — バスの停留所まで競争しよう。","vEta","",""
"german","de-00634","2","「persönlich」の意味は？","personal","personal / to teach / pause / cellar","Er kam persönlich. — 彼本人がやってきた。","perzEnlih","",""
"german","de-01799","5","「Mitleid」の意味は？","pity","laboratory / bear / emperor / pity","Verwechsle nie Mitleid mit Liebe. — 同情と愛情を決して混同しないように。","mItlait","",""
"german","de-01751","5","「Gedächtnis」の意味は？","memory","memory / building / to decide / rum","Tom verlor sein Gedächtnis. — トムは記憶を失った。","gadEhtnis","",""
"french","fr-01953","5","「remède」の意味は？","remedy","epoch / covered / remedy / command","Ce remède te fera te sentir mieux. — この薬を飲めば、気分が良くなりますよ。","ramed","",""
"french","fr-01943","5","「culpabilité」の意味は？","guilt","mad / to jump / guilt / to forget","Il a confessé sa culpabilité. — 彼は罪を白状した。","kylpabilite","",""
"french","fr-00497","2","「ciel」の意味は？","sky","oil / interest / sky / cup","Le ciel s'assombrit. — 空が暗くなってきた。","syel","",""
"french","fr-00487","2","「attaque」の意味は？","attack","attack / flower / youth / money","L'acide attaque le métal. — 酸は金属を腐食させる。","atak","",""
"french","fr-01933","5","「rêver」の意味は？","to dream","to love / to avenge / to take back / to dream","Je crois rêver. — 夢みたいだ。","reve","",""
"french","fr-01493","4","「portée」の意味は？","reach","liquid / garage / reach / face","Elle est portée sur la boisson. — 彼女は飲むのが好きだ。","porte","",""
"french","fr-00552","2","「appartement」の意味は？","apartment","happy / apartment / to be quiet / influence","J'aime bien ton appartement. — 僕は君のアパートが好きだ。","apartama","",""
"french","fr-01738","5","「éloigner」の意味は？","to move away","to look for / treatment / discount / to move away","Nous sommes dans un quartier dangereux, alors prenez garde à ne pas vous éloigner de moi. — この町は危ないですから、私から離れないようにしてください。","elwaye","",""
"french","fr-01726","5","「incapable」の意味は？","unable","to guess / intention / unable / anger","Je suis incapable de cuisiner. — 私は炊事が全然できない。","enkapabl","",""
"french","fr-01714","5","「épaule」の意味は？","shoulder","husband / shoulder / police officer / dad","Il regarda par-dessus son épaule. — 彼は肩越しに振り返った。","epol","",""
"french","fr-01754","5","「décès」の意味は？","death","piglet / security / death / lorry","Dix ans ont passé depuis son décès. — 彼女が亡くなってから、十年がたちました。","dese","",""
"french","fr-01746","5","「territoire」の意味は？","territory","territory / work / worst / county","","teritwar","",""
"french","fr-00446","2","「pareil」の意味は？","similar","similar / title / furrow / to destroy","Tout sera pareil d'ici cent ans. — 百年後にはみな同じになる。","parey","",""
"french","fr-01954","5","「cimetière」の意味は？","cemetery","cemetery / Christmas / commander / to control","","simtyer","",""
"french","fr-01942","5","「cité」の意味は？","city","intention / city / honey / week","","site","",""
"french","fr-00494","2","「preuve」の意味は？","evidence","evidence / patience / name / beard","D'après cette preuve, il est innocent. — この証拠から彼は無罪ということになる。","prev","",""
"french","fr-00486","2","「poste」の意味は？","post, position","possible / bad / defence / post, position","Il est en poste. — 彼は役職についている。","post","",""
"french","fr-01930","5","「comté」の意味は？","county","congress / to study / county / ship","","konte","",""
"french","fr-01492","4","「annoncer」の意味は？","to announce","to announce / priest / to witness / water","J’ai une triste nouvelle à vous annoncer. — 悲しいお知らせがあります。","anonse","",""
"french","fr-00551","2","「milieu」の意味は？","middle","middle / ear / navy / complaint","Elle se tenait au milieu des garçons. — 彼女は少年たちの中に立っていた。","milye","",""
"french","fr-01739","5","「adaptation」の意味は？","adaptation","adaptation / example / loss / 20 francs","","adaptasyon","",""
"french","fr-01725","5","「fêter」の意味は？","to celebrate","chair / personally / to celebrate / sand","","fete","",""
"french","fr-01715","5","「taux」の意味は？","rate","to thank / artist / rate / situation","Mon taux de cholestérol est élevé. — コレステロール値が上がってきています。","to","",""
"french","fr-01755","5","「livrer」の意味は？","to deliver","to arrive / to slap / to sort out / to deliver","Ma mère a acheté un réfrigérateur et se l'est fait livrer. — 母は冷蔵庫を買って届けさせた。","livre","",""
"french","fr-01741","5","「jeunesse」の意味は？","youth","north / code / Boston / youth","Rendez-moi ma jeunesse ! — 俺の青春を返せ！","zhenes","",""
"french","fr-01955","5","「couler」の意味は？","to flow","to express / to flow / to continue / side","Ne laisse pas l'eau couler. — 水を出しっぱなしにしておくな。","kule","",""
"french","fr-01941","5","「léger」の意味は？","light","light / evident / dark / adult","J'aime mon café léger. — コーヒーは薄いのが好きです。","lezhe","",""
"french","fr-00495","2","「oublier」の意味は？","to forget","funny / to forget / flat area / gun","Sadako voulait oublier tout ça. — 禎子は、それを忘れてしまいたかった。","ubliye","",""
"french","fr-00481","2","「but」の意味は？","aim","tail / food / aim / wall","Il atteignit son but. — 彼は目的を達成した。","byt","",""
"french","fr-01909","5","「pervers」の意味は？","perverse","perverse / behavior / destiny / salad","","perver","",""
"portuguese","pt-00620","2","「lápide」の意味は？","tombstone","midwife / to run / tombstone / morning","","lApiji","",""
"portuguese","pt-00186","1","「imediatamente」の意味は？","immediately","immediately / canteen / flag / elasticity","Coloquei os sapatos imediatamente. — すぐに靴を履いた。","imejiatamEnchi","",""
"portuguese","pt-00146","3","「feliz」の意味は？","happy","company / happy / table / fast","Feliz aniversário, Muiriel! — お誕生日おめでとうムーリエル！","felIs","",""
"portuguese","pt-00150","3","「ocupado」の意味は？","busy","night / strong / busy / idea","Estava ocupado ontem. — 昨日は忙しかったんだよ。","okupAdu","",""
"portuguese","pt-00166","1","「resto」の意味は？","rest","rest / reimbursement / alchemy / big","","rEstu","",""
"portuguese","pt-00134","3","「forte」の意味は？","strong","he / true / strong / woman","Como ele é forte! — 彼は何て強いんだ。","fOrchi","",""
"portuguese","pt-00623","2","「incapacidade」の意味は？","inability","to decide / nurse / float / inability","","inkapasidAji","",""
"portuguese","pt-00187","1","「namorado」の意味は？","boyfriend","injustice / woman / counter / boyfriend","O que você comprou para seu namorado? — 彼氏に何を買ってあげたの？","namorAdu","",""
"portuguese","pt-00147","3","「triste」の意味は？","sad","no / government / tired / sad","Isso é muito triste. — それは本当に悲しいことです。","trIschi","",""
"portuguese","pt-00157","1","「pessoa」の意味は？","person","hypnosis / person / infantry / suppression","Quem é aquela pessoa? — あの人はだれですか。","pesOwa","",""
"portuguese","pt-00167","1","「ar」の意味は？","air","impasse / depression / gene / air","Neste quarto tem ar-condicionado. — この部屋にはエアコンがありますよ。","Ar","",""
"portuguese","pt-00137","3","「baixo」の意味は？","short","work / to understand / short / house","Nosso salário é baixo, mas estamos indo. — 我々の収入は少ないが、なんとかやっています。","bAyshu","",""
"portuguese","pt-00622","2","「caução」の意味は？","bail","bail / dawn / to eat / confrontation","","kawsAwn","",""
"portuguese","pt-00180","1","「fome」の意味は？","hunger","hunger / reelection / sheet / rocket","Estou com fome. — 腹減ったな。","fOnmi","",""
"portuguese","pt-00156","1","「caso」の意味は？","case","case / passport / world / coagulation","Em caso de incêndio, utilize esta escada. — 火事の場合には、この非常階段を使いなさい。","kAzu","",""
"portuguese","pt-00164","1","「prisão」の意味は？","prison","transition / fragment / prison / car","","prizAwn","",""
"portuguese","pt-00136","3","「alto」の意味は？","tall","tall / to walk / fast / small","Você é alto? — 君って背が高いの？","Awtu","",""
"portuguese","pt-00625","2","「javali」の意味は？","wild boar","lever / wild boar / heart / optimism","","zhavalI","",""
"portuguese","pt-00181","1","「professor」の意味は？","teacher","lightly / teacher / waistcoat / camouflage","Ele ama esse professor. — 彼はその先生が好きです。","profesOr","",""
"portuguese","pt-00155","1","「dentro」の意味は？","inside","lipstick / latex / next / inside","Dentro do hotel tem uma barbearia? — ホテルの中に理髪店はありますか。","dEntru","",""
"portuguese","pt-00165","1","「rei」の意味は？","king","gondola / king / compare / hatred","Eu sou o rei do mundo! — 俺は世界の王様だよ！","rEy","",""
"portuguese","pt-00131","3","「verdadeiro」の意味は？","true","to learn / eight / shoe / true","Pode ser que este diamante não seja verdadeiro. — これは本物のダイヤではないかもしれない。","verdadEyru","",""
"portuguese","pt-00624","2","「rifle」の意味は？","rifle","rifle / gene / stole / platform","","rIfli","",""
"portuguese","pt-00182","1","「hipótese」の意味は？","hypothesis","weak / answer / hypothesis / clothes","","ipOtezi","",""
"portuguese","pt-00154","1","「lado」の意味は？","side","side / coast / plumage / caramel","Estou do teu lado. — 私はあなたの味方です。","lAdu","",""
"portuguese","pt-00162","1","「casamento」の意味は？","wedding","wedding / next / poster / true","Mês passado, eu organizei uma cerimônia de casamento. — 私は先月結婚式を挙げました。","kazamEntu","",""
"portuguese","pt-00130","3","「possível」の意味は？","possible","possible / he / world / coffee","Ela pensou em uma possível solução. — 彼女は可能性のある解決法を思いついた。","posIvew","",""
"portuguese","pt-00627","2","「cavidade」の意味は？","cavity","poison / beginner / house / cavity","","kavidAji","",""
"portuguese","pt-00183","1","「sonho」の意味は？","dream","pavilion / obesity / occurrence / dream","Não foi um sonho. — 夢じゃなかった。","sOnyu","",""
"portuguese","pt-00163","1","「palavra」の意味は？","word","wreath / medal / electorate / word","Beijamo-nos sem dizer palavra. — 言葉も交わさずキスをした。","palAvra","",""
"polish","pl-00058","2","「mały」の意味は？","small","long / small / to work / bright","O mały włos. — 危うい所を助かった。","mawi","",""
"polish","pl-00042","1","「wieczór」の意味は？","evening","time / evening / to rest / moon","Płakała cały wieczór. — 彼女は一晩中泣いた。","viechur","",""
"polish","pl-00090","2","「lekki」の意味は？","light","short / difficult / light / weak","Mam bardzo lekki sen. — 眠りが浅いんだ。","lekki","",""
"polish","pl-00059","2","「nowy」の意味は？","new","sea / morning / fast / new","Kupił nowy samochód. — 彼は新しい車を買った。","novi","",""
"polish","pl-00045","1","「jabłko」の意味は？","apple","to rest / dog / blue / apple","Kto ukradł jabłko? — 誰がリンゴを盗んだのですか？","yabwko","",""
"polish","pl-00091","2","「jasny」の意味は？","bright","moon / bright / eye / to buy","Księżyc jest jasny. — 月は明るい。","yasni","",""
"polish","pl-00085","2","「czysty」の意味は？","clean","clean / salt / to wait / loud","","chisti","",""
"polish","pl-00044","1","「kawa」の意味は？","coffee","woman / coffee / salt / head","Ta kawa jest gorzka. — このコーヒーは苦い味がする。","kava","",""
"polish","pl-00096","2","「pić」の意味は？","to drink","to drink / to answer / yes / chair","Nie lubię pić. — 私はお酒が嫌いです。","pich","",""
"polish","pl-00084","2","「tani」の意味は？","cheap","cheap / young / death / to understand","Ten produkt jest tani. — この品物は安い。","tani","",""
"polish","pl-00153","1","「trochę」の意味は？","little","ignition / little / chair / low","Jestem trochę zmęczony. — ちょっと疲れてしまって。","trOhe","",""
"polish","pl-00047","1","「mięso」の意味は？","meat","long / year / meat / pretty","Daję psu mięso. — 私は犬に肉をやる。","mienso","",""
"polish","pl-00097","2","「spać」の意味は？","to sleep","cat / to sleep / question / empty","Połóż dziecko spać. — その子を寝かせなさい。","spach","",""
"polish","pl-00087","2","「pełny」の意味は？","full","cat / full / happy / to read","Tom ma pełny portfel, bo odebrał dziś wypłatę. — トムは今日給料をもらったのでふところがあったかい。","pewni","",""
"polish","pl-00152","1","「zawsze」の意味は？","always","anger / old / always / rodeo","Zawsze jestem melancholijny. — いつもうっとうしい感じがするのです。","zAfshe","",""
"polish","pl-00046","1","「ryba」の意味は？","fish","to return / fish / to buy / name","Ta ryba jest niejadalna. — この魚は食べるのに適さない。","riba","",""
"polish","pl-00094","2","「cichy」の意味は？","quiet","quiet / milk / tall / healthy","A więc to tak, śledzisz Hanako! Ostatnio byłeś taki cichy, że nie uważałam na ciebie. — まさか花子さんをストーキングするなんて・・・！最近、おとなしいから油断したわ！","chihi","",""
"polish","pl-00086","2","「brudny」の意味は？","dirty","dirty / to see / to purchase / clean","Jego pokój jest brudny. — 彼の部屋は汚い。","brudni","",""
"polish","pl-00151","1","「bardzo」の意味は？","very","overlook / monopoly / reward / very","Bardzo mi przykro. — 本当にすみません。","bArdzo","",""
"polish","pl-00095","2","「jeść」の意味は？","to eat","death / to begin / to eat / evening","Co chcesz jeść? — 何食べたい？","yeshch","",""
"polish","pl-00081","2","「zdrowy」の意味は？","healthy","hand / to wash / life / healthy","Mój brat jest zdrowy. — 私の兄は健康だ。","zdrovi","",""
"polish","pl-00150","3","「pytanie」の意味は？","question","chair / question / love / to ask","Mam głupie pytanie. — バカな質問があるんだ。","pitanie","",""
"polish","pl-00166","1","「wygrać」の意味は？","win","win / manufacture / nightmare / ignition","Zrobią wszystko, by wygrać. — 彼らは勝つためには何でもする。","vgrAch","",""
"polish","pl-00080","2","「chory」の意味は？","sick","easy / street / sick / loud","Chyba był chory. — 彼は病気だったらしい。","hori","",""
"polish","pl-00157","1","「ślub」の意味は？","wedding","holiday / wedding / difficulty / rifle","To chyba ślub. — 結婚式かもしれません。","shlUp","",""
"polish","pl-00167","1","「sygnał」の意味は？","signal","symptom / mechanics / singer / signal","Proszę o sygnał. — お知らせください。","sgnAw","",""
"polish","pl-00083","2","「słaby」の意味は？","weak","cheap / night / bad / weak","Z fizyki jestem słaby. — 物理は私の苦手な学科です。","swabi","",""
"polish","pl-00156","1","「reszta」の意味は？","rest","rest / blue / ability / cobra","Kilka róż w ogrodzie jest białych, cała reszta jest czerwona. — 庭のばらのいくつかは白だが、残りは全部赤です。","rEshta","",""
"polish","pl-00164","1","「lunch」の意味は？","lunch","currency / bag / lunch / bonus","Zjedliśmy lunch wcześniej niż zwykle i wyszliśmy o wpół do pierwszej. — 我々はいつもより早く昼食を食べて１２時半に出た。","lAntsh","",""
"polish","pl-00082","2","「silny」の意味は？","strong","strong / black / friend / to sing","On jest silny. — 彼は強い。","silni","",""
"russian","ru-00376","2","「международный」の意味は？","international","international / cocktail / add / always","Я хотел бы совершить международный звонок. — 国際電話をかけたいのですが。","mizhdunarOdyy","",""
"russian","ru-00368","2","「сообщество」の意味は？","community","interview / donor / community / alibi","","saOpshistva","",""
"russian","ru-00203","1","「животное」の意味は？","animal","trajectory / minister / superstar / animal","Это животное питается мясом. — その動物は肉を常食としている。","zhyvOtnaya","",""
"russian","ru-00263","1","「расписание」の意味は？","timetable","old / river / growth / timetable","Покажите, пожалуйста, расписание. — 時刻表を見せてください。","raspisAniye","",""
"russian","ru-00559","3","「скутер」の意味は？","scooter","shampoo / now / lighthouse / scooter","","skUtyr","",""
"russian","ru-00535","3","「горилла」の意味は？","gorilla","library / sensation / execution / gorilla","Она держала на руках котёнка, как горилла-мать держит своего детёныша. — ゴリラの母親が自分の赤ん坊を抱くように、彼女はその子猫を抱きました。","garIla","",""
"russian","ru-00521","2","「терроризм」の意味は？","terrorism","to create / plateau / terrorism / battalion","","tirarIzm","",""
"russian","ru-00591","3","「титан」の意味は？","titanium","christmas eve / improvement / technology / titanium","","titAn","",""
"russian","ru-00585","3","「ингредиент」の意味は？","ingredient","disorder / ingredient / belly / bark","","ingridiYent","",""
"russian","ru-00377","2","「крот」の意味は？","mole","uranium / mouth / mole / injection","","krot","",""
"russian","ru-00367","2","「сравнить」の意味は？","compare","incompetence / express / popularity / compare","Книгу можно сравнить с другом. — 本は友になぞらえることが出来る。","sravnIt","",""
"russian","ru-00204","1","「взрыв」の意味は？","explosion","explosion / degree / skeleton / hurricane","Последовавший взрыв унёс жизни многих людей. — 続いて起きた爆発で多くの人が死んだ。","vzryf","",""
"russian","ru-00260","1","「коктейль」の意味は？","cocktail","ask / song / cocktail / question","Куба либре - коктейль на основе рома. — キューバリブレはラム酒をベースにしたカクテルです。","kaktEyl","",""
"russian","ru-00520","2","「трясти」の意味は？","shake","shake / inconvenience / no / car","","tristI","",""
"russian","ru-00592","3","「гонг」の意味は？","gong","gong / poison / symbol / hospitality","","gonk","",""
"russian","ru-00584","3","「каменный」の意味は？","stone","beaker / mistake / stone / landscape","","kAmiyy","",""
"russian","ru-00370","2","「зависимость」の意味は？","dependence","dependence / wipe / poet / plaster cast","","zavIsimast","",""
"russian","ru-00366","2","「закрывать」の意味は？","cover","cover / user / posterity / regiment","","zakryvAt","",""
"russian","ru-00205","1","「добавить」の意味は？","add","boxer / add / author / monk","Вам добавить хлеба? — パンのお代わりはいかがですか？","dabAvit","",""
"russian","ru-00261","1","「ущерб」の意味は？","damage","bass / damage / guild / hunting","Он компенсировал ущерб. — 彼はその損失を補った。","ushErp","",""
"russian","ru-00275","1","「массаж」の意味は？","massage","hernia / wallpaper / witch / massage","Тот массаж был приятным. — あのマッサージ、気持ちよかった。","masAsh","",""
"russian","ru-00523","3","「издатель」の意味は？","publisher","prayer / specimen / leukemia / publisher","","izdAtil","",""
"russian","ru-00593","3","「ризотто」の意味は？","risotto","tank / victory / risotto / skyscraper","","rizOta","",""
"russian","ru-00583","3","「лава」の意味は？","lava","rise / region / cognac / lava","","lAva","",""
"russian","ru-00371","2","「выживание」の意味は？","survival","birth / love / terrorist / survival","","vyzhyvAniye","",""
"russian","ru-00365","2","「фантазия」の意味は？","fantasy","spectrum / doctor / fantasy / crisis","","fantAziya","",""
"russian","ru-00206","1","「сок」の意味は？","juice","to decide / dog / juice / alchemist","Том пьёт сок. — トムはジュースを飲んでいる。","sok","",""
"russian","ru-00266","1","「интересный」の意味は？","interesting","hi / lighthouse / interesting / dilemma","Математика - интересный предмет. — 数学は面白い科目です。","intirEsyy","",""
"russian","ru-00274","1","「дата」の意味は？","date","date / bedroom / head / collision","","dAta","",""
"russian","ru-00538","3","「индустрия」の意味は？","industry","industry / page / zero / author","Компьютерная индустрия процветает. — コンピューター業界は景気がいい。","industrIya","",""
