priority,language,id,headword,field,currentValue,suggestedValue,reason,issueCategory,severity,confidence,dictionaryCheckRequired,humanReviewRequired,decision,reviewNote
P3-medium,en,en-00413,individual,tags,名詞,形容詞,individual(個々の)は当該語義では形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00419,clear,tags,名詞,形容詞,clear(はっきりした)は形容詞義。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00431,produce,pronunciation,/ˈpɹoʊdus/,/pɹəˈdus/,動詞 produce は /prəˈd(j)uːs/。現行 /ˈpɹoʊdus/ は名詞 produce(農産物)の型。tags は動詞。 ※外部辞書未照合(not_verified)。,pronunciation,medium,0.85,true,true,,
P3-medium,en,en-00438,perhaps,tags,動詞,副詞,perhaps は副詞。動詞タグは誤り。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00444,full,tags,名詞,形容詞,full(いっぱいの)は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00459,available,tags,動詞,形容詞,available は形容詞。動詞ではない。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00490,particular,tags,名詞,形容詞,particular は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00492,difference,tags,形容詞,名詞,difference は名詞。形容詞タグは誤り。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00509,economic,tags,名詞,形容詞,economic は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00524,true,tags,名詞,形容詞,true(本当の)は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00554,national,tags,名詞,形容詞,national は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00578,due,tags,名詞,形容詞,due(支払われるべき)は形容詞。名詞タグは誤り。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00583,current,tags,名詞,形容詞,current は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00585,financial,tags,名詞,形容詞,financial は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00596,single,tags,名詞,形容詞,single(たった一つの)は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00596,single,example,My uncle is still single. — おじはまだ独身だ。,,answer は『たった一つの，単一の』だが例文の single は『独身の』の別語義。主要義と例文が不一致。,example_sense_mismatch,medium,0.85,false,true,,
P3-medium,en,en-00597,common,tags,名詞,形容詞,common は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00600,former,tags,名詞,形容詞,former は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00603,similar,tags,動詞,形容詞,similar は形容詞。動詞ではない。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00621,wrong,tags,名詞,形容詞,wrong(間違った)は形容詞。名詞タグは誤り。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00639,foreign,tags,名詞,形容詞,foreign は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00641,personal,tags,形容詞,形容詞,personal は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00668,recent,tags,名詞,形容詞,recent は形容詞。,pos_mismatch,medium,0.9,true,true,,
P3-medium,en,en-00718,medium,tags,名詞,形容詞,和訳「中間の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00734,military,tags,名詞,形容詞,和訳「軍隊の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00754,final,tags,名詞,形容詞,和訳「最終の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00766,fit,tags,名詞,形容詞,和訳「適した」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00884,adult,tags,名詞,形容詞,和訳「おとなの」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00939,male,tags,名詞,形容詞,和訳「男性の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00949,daily,tags,名詞,形容詞,和訳「毎日の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00953,basic,tags,名詞,形容詞,和訳「基礎の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00978,professional,tags,名詞,形容詞,和訳「専門職の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00988,original,tags,名詞,形容詞,和訳「元の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00989,female,tags,名詞,形容詞,和訳「女性の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-00990,green,tags,名詞,形容詞,和訳「緑の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-01037,welcome,tags,名詞,間投詞,和訳「ようこそ」・例文の用法は「間投詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-01079,negative,tags,名詞,形容詞,和訳「否定の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-01104,contrast,pronunciation,/ˈkɑntɹæst/,/kənˈtɹæst/,和訳『対照させる』(動詞)・例文は動詞用法。動詞contrastの強勢は第2音節/kənˈtræst/。現行/ˈkɑntɹæst/は名詞用法の強勢。外部辞書未照合。,pronunciation,medium,0.75,true,true,,
P3-medium,en,en-01132,extra,tags,名詞,形容詞,和訳「余分の」・例文の用法は「形容詞」寄りだが品詞タグは「名詞」。名詞/形容詞両用で曖昧。,pos_mismatch,medium,0.72,true,true,,
P3-medium,en,en-01173,slightly,tags,名詞,副詞,「slightly」(和訳「わずかに」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01176,nuclear,tags,名詞,形容詞,「nuclear」(和訳「核の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01212,conflict,tags,形容詞,名詞,「conflict」(和訳「争い」・例文中の用法)は名詞であり、tagの形容詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01213,excellent,tags,名詞,形容詞,「excellent」(和訳「すぐれた」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01225,emerge,pronunciation,/ˈimɝdʒ/,/ɪˈmɝdʒ/,動詞emergeは第2音節に強勢、第1音節母音は/ɪ/。現行は第1音節強勢で誤り(外部辞書未照合のため要確認),pronunciation,medium,0.7,true,true,,
P3-medium,en,en-01233,decrease,pronunciation,/ˈdiˌkɹis/,/dɪˈkɹis/,動詞decreaseは第2音節に強勢。現行は名詞形の強勢パターン(外部辞書未照合のため要確認),pronunciation,medium,0.7,true,true,,
P3-medium,en,en-01255,entire,tags,名詞,形容詞,「entire」(和訳「全体の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01271,currently,tags,名詞,副詞,「currently」(和訳「現在は」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01275,commercial,tags,名詞,形容詞,「commercial」(和訳「商業上の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01276,basically,tags,名詞,副詞,「basically」(和訳「基本的に」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01302,unfortunately,tags,名詞,副詞,「unfortunately」(和訳「残念ながら」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01314,relatively,tags,名詞,副詞,「relatively」(和訳「比較的」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01319,somewhere,tags,名詞,副詞,「somewhere」(和訳「どこかに」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01334,secret,tags,名詞,形容詞,「secret」(和訳「秘密の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01343,afraid,tags,名詞,形容詞,「afraid」(和訳「恐れて」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01344,environmental,tags,名詞,形容詞,「environmental」(和訳「環境の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01359,extremely,tags,名詞,副詞,「extremely」(和訳「極端に」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01362,apparently,tags,形容詞,副詞,「apparently」(和訳「どうやら〜らしい」・例文中の用法)は副詞であり、tagの形容詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01372,hardly,tags,形容詞,副詞,「hardly」(和訳「ほとんど〜ない」・例文中の用法)は副詞であり、tagの形容詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01374,religious,tags,名詞,形容詞,「religious」(和訳「宗教の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01388,historical,tags,名詞,形容詞,「historical」(和訳「歴史の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01392,mostly,tags,形容詞,副詞,「mostly」(和訳「たいてい」・例文中の用法)は副詞であり、tagの形容詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01403,furthermore,tags,名詞,副詞,「furthermore」(和訳「さらに」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01411,export,pronunciation,/ˈɛkspɔɹt/,/ɪkˈspɔɹt/,動詞exportは第2音節に強勢。現行は名詞形の強勢パターン(外部辞書未照合のため要確認),pronunciation,medium,0.7,true,true,,
P3-medium,en,en-01429,actual,tags,名詞,形容詞,「actual」(和訳「現実の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01431,corporate,tags,名詞,形容詞,「corporate」(和訳「法人の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01445,recall,pronunciation,/ˈɹiˌkɔɫ/,/ɹɪˈkɔɫ/,動詞recallは第2音節に強勢。現行は名詞寄りの強勢(外部辞書未照合のため要確認),pronunciation,medium,0.7,true,true,,
P3-medium,en,en-01451,usual,tags,名詞,形容詞,「usual」(和訳「いつもの」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01453,opposite,tags,名詞,形容詞,「opposite」(和訳「反対の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01458,carefully,tags,動詞,副詞,「carefully」(和訳「注意深く」・例文中の用法)は副詞であり、tagの動詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01460,possibly,tags,名詞,副詞,「possibly」(和訳「ひょっとしたら」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01466,slowly,tags,名詞,副詞,「slowly」(和訳「ゆっくり」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01467,relevant,tags,動詞,形容詞,「relevant」(和訳「関連する」・例文中の用法)は形容詞であり、tagの動詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01476,domestic,tags,名詞,形容詞,「domestic」(和訳「家庭の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01484,civil,tags,名詞,形容詞,「civil」(和訳「市民の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01486,mainly,tags,名詞,副詞,「mainly」(和訳「おもに」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01489,totally,tags,動詞,副詞,「totally」(和訳「全く」・例文中の用法)は副詞であり、tagの動詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01492,industrial,tags,名詞,形容詞,「industrial」(和訳「産業の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01493,significantly,tags,動詞,副詞,「significantly」(和訳「著しく」・例文中の用法)は副詞であり、tagの動詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01503,normally,tags,名詞,副詞,「normally」(和訳「通常は」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01517,previously,tags,名詞,副詞,「previously」(和訳「以前に」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01525,mobile,tags,動詞,形容詞,「mobile」(和訳「移動できる」・例文中の用法)は形容詞であり、tagの動詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01533,internal,tags,名詞,形容詞,「internal」(和訳「内部の」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01534,suitable,tags,名詞,形容詞,「suitable」(和訳「適した」・例文中の用法)は形容詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01542,suspect,pronunciation,/ˈsəsˌpɛkt/,/səˈspɛkt/,動詞suspectは第2音節に強勢。現行は名詞形の強勢パターン(外部辞書未照合のため要確認),pronunciation,medium,0.7,true,true,,
P3-medium,en,en-01546,largely,tags,名詞,副詞,「largely」(和訳「主として」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01552,familiar,tags,動詞,形容詞,「familiar」(和訳「なじみのある」・例文中の用法)は形容詞であり、tagの動詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01565,fairly,tags,名詞,副詞,「fairly」(和訳「かなり」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01567,permit,pronunciation,/ˈpɝˌmɪt/,/pɚˈmɪt/,動詞permitは第2音節に強勢。現行は名詞形の強勢パターン(外部辞書未照合のため要確認),pronunciation,medium,0.7,true,true,,
P3-medium,en,en-01568,import,pronunciation,/ˈɪmˌpɔɹt/,/ɪmˈpɔɹt/,動詞importは第2音節に強勢。現行は名詞形の強勢パターン(外部辞書未照合のため要確認),pronunciation,medium,0.7,true,true,,
P3-medium,en,en-01579,definitely,tags,動詞,副詞,「definitely」(和訳「間違いなく」・例文中の用法)は副詞であり、tagの動詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01582,necessarily,tags,名詞,副詞,「necessarily」(和訳「必ず」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-01592,nevertheless,tags,名詞,副詞,「nevertheless」(和訳「それでもやはり」・例文中の用法)は副詞であり、tagの名詞は品詞不一致,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02227,steady,tags,名詞,形容詞,『steady』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「安定した」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02228,heavily,tags,動詞,副詞,『heavily』の品詞は副詞だが、tagsが「動詞」で不一致。answer「重く」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02232,random,tags,名詞,形容詞,『random』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「無作為の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02235,rarely,tags,名詞,副詞,『rarely』の品詞は副詞だが、tagsが「名詞」で不一致。answer「めったに」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02238,western,tags,名詞,形容詞,『western』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「西の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02238,western,pronunciation,/ˈhwɛstɝn/,/ˈwɛstɝn/,『western』に/hw/音は存在しない。語頭のhは誤挿入と思われる。外部辞書未照合のためnot_verified。,pronunciation,medium,0.6,true,true,,
P3-medium,en,en-02240,spare,tags,名詞,形容詞,『spare』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「予備の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02242,mature,tags,名詞,形容詞,『mature』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「成熟した」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02245,guilty,tags,名詞,形容詞,『guilty』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「有罪の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02247,false,tags,名詞,形容詞,『false』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「偽の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02274,naturally,tags,名詞,副詞,『naturally』の品詞は副詞だが、tagsが「名詞」で不一致。answer「自然に」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02279,mutual,tags,名詞,形容詞,『mutual』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「相互の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02287,whenever,tags,名詞,接続詞,『whenever』の品詞は接続詞だが、tagsが「名詞」で不一致。answer「するときはいつでも」および例文中の用法も接続詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02289,conventional,tags,名詞,形容詞,『conventional』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「型にはまった」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02291,reverse,tags,名詞,形容詞,『reverse』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「逆の」および例文中の用法も形容詞。,pos_mismatch,medium,0.7,true,true,,
P3-medium,en,en-02303,gradually,tags,名詞,副詞,『gradually』の品詞は副詞だが、tagsが「名詞」で不一致。answer「徐々に」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02307,visual,tags,名詞,形容詞,『visual』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「視覚の」および例文中の用法も形容詞。,pos_mismatch,medium,0.75,true,true,,
P3-medium,en,en-02311,trap,tags,形容詞,名詞,『trap』の品詞は名詞だが、tagsが「形容詞」で不一致。answer「わな」および例文中の用法も名詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02312,badly,tags,動詞,副詞,『badly』の品詞は副詞だが、tagsが「動詞」で不一致。answer「悪く」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02314,crazy,tags,名詞,形容詞,『crazy』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「狂気の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02320,extraordinary,tags,名詞,形容詞,『extraordinary』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「並はずれた」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02323,creative,tags,動詞,形容詞,『creative』の品詞は形容詞だが、tagsが「動詞」で不一致。answer「創造力のある」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02328,remarkable,tags,名詞,形容詞,『remarkable』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「注目すべき」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02330,dependent,tags,動詞,形容詞,『dependent』の品詞は形容詞だが、tagsが「動詞」で不一致。answer「頼っている」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02346,inner,tags,名詞,形容詞,『inner』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「内側の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02357,occasionally,tags,名詞,副詞,『occasionally』の品詞は副詞だが、tagsが「名詞」で不一致。answer「たまに」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02362,newly,tags,名詞,副詞,『newly』の品詞は副詞だが、tagsが「名詞」で不一致。answer「最近」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02367,confident,tags,動詞,形容詞,『confident』の品詞は形容詞だが、tagsが「動詞」で不一致。answer「自信のある」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02369,briefly,tags,名詞,副詞,『briefly』の品詞は副詞だが、tagsが「名詞」で不一致。answer「手短に」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02371,regularly,tags,動詞,副詞,『regularly』の品詞は副詞だが、tagsが「動詞」で不一致。answer「規則正しく」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02385,eastern,tags,名詞,形容詞,『eastern』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「東の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02399,illegal,tags,名詞,形容詞,『illegal』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「不法の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02405,moderate,tags,名詞,形容詞,『moderate』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「適度の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02430,incentive,pronunciation,/ˌɪnˈsɛnɪv/,/ɪnˈsɛntɪv/,『incentive』の/t/が脱落している。外部辞書未照合のためnot_verified。,pronunciation,medium,0.6,true,true,,
P3-medium,en,en-02436,overseas,tags,名詞,形容詞,『overseas』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「海外の」および例文中の用法も形容詞。,pos_mismatch,medium,0.85,true,true,,
P3-medium,en,en-02437,literary,tags,名詞,形容詞,『literary』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「文学の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02438,experimental,tags,名詞,形容詞,『experimental』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「実験の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02444,versus,tags,名詞,前置詞,『versus』の品詞は前置詞だが、tagsが「名詞」で不一致。answer「対」および例文中の用法も前置詞。,pos_mismatch,medium,0.7,true,true,,
P3-medium,en,en-02450,distinct,tags,名詞,形容詞,『distinct』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「別の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02456,quietly,tags,名詞,副詞,『quietly』の品詞は副詞だが、tagsが「名詞」で不一致。answer「静かに」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02466,precisely,tags,名詞,副詞,『precisely』の品詞は副詞だが、tagsが「名詞」で不一致。answer「正確に」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02472,mad,tags,名詞,形容詞,『mad』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「腹を立てた」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02488,consequently,tags,名詞,副詞,『consequently』の品詞は副詞だが、tagsが「名詞」で不一致。answer「その結果として」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02489,democratic,tags,名詞,形容詞,『democratic』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「民主主義の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02500,visible,tags,動詞,形容詞,『visible』の品詞は形容詞だが、tagsが「動詞」で不一致。answer「目に見える」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02502,classical,tags,名詞,形容詞,『classical』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「古典の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02518,greatly,tags,名詞,副詞,『greatly』の品詞は副詞だが、tagsが「名詞」で不一致。answer「大いに」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02519,inflation,tags,名詞,副詞,『inflation』の品詞は副詞だが、tagsが「名詞」で不一致。answer「インフレーション」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02520,psychological,tags,名詞,形容詞,『psychological』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「心理学の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02521,institutional,tags,名詞,形容詞,『institutional』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「制度の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02525,functional,tags,名詞,形容詞,『functional』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「機能上の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02537,wooden,tags,名詞,形容詞,『wooden』の品詞は形容詞だが、tagsが「名詞」で不一致。answer「木製の」および例文中の用法も形容詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02543,automatically,tags,名詞,副詞,『automatically』の品詞は副詞だが、tagsが「名詞」で不一致。answer「自動的に」および例文中の用法も副詞。,pos_mismatch,medium,0.95,true,true,,
P3-medium,en,en-02547,contest,tags,形容詞,名詞,『contest』の品詞は名詞だが、tagsが「形容詞」で不一致。answer「争い」および例文中の用法も名詞。,pos_mismatch,medium,0.95,true,true,,
